record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,N,P,K,ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall,avg_temp_c,temperature,humidity,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,ndvi_seq_mean,ndvi_seq_std,ndvi_seq_slope
5035,RJ031,29.15,78.14,FLD05035,6184,Papaya,Fruit,Year-round,Mountain,277.0,44.0,219.0,6.7,0.97,5.0,24,8.8,1645,1499,581,1187,1278.0,21.9,21.9,67.0,4.7,1.05,0.68,0.71,0.006,0.66,0.63,0.68,0.7,0.71,0.69,0.57,0.52,0.26,0.26,155,14.0,1.0,Papaya,25722.0,0.0,Kharif,0.6783333333333333,0.026718699236468975,0.01171428571428569
5036,RJ024,26.0,82.55,FLD05036,10446,Papaya,Fruit,Year-round,Humid,191.0,37.0,240.0,7.5,0.85,4.0,38,8.5,2706,953,390,818,820.0,21.8,21.8,80.0,3.3,1.05,0.67,0.72,0.008,0.65,0.64,0.66,0.69,0.72,0.69,0.57,0.55,0.29,0.32,308,9.0,1.0,Papaya,42045.0,0.0,Rabi,0.6750000000000002,0.02753785273643048,0.013428571428571475
5037,KA049,11.57,82.75,FLD05037,11679,Papaya,Fruit,Year-round,Semi-Arid,269.0,28.0,235.0,7.1,0.58,6.0,28,14.0,544,477,179,321,415.0,29.2,29.2,58.0,5.3,1.05,0.67,0.74,0.018,0.65,0.63,0.63,0.69,0.71,0.74,0.56,0.55,0.32,0.29,151,6.0,0.0,Papaya,45557.0,0.0,Kharif,0.6749999999999999,0.04153311931459036,0.021428571428571398
5038,UP042,23.28,84.04,FLD05038,12693,Papaya,Fruit,Year-round,Humid,293.0,44.0,227.0,6.7,0.7,4.0,31,8.9,2841,2220,721,1511,1954.0,27.6,27.6,86.0,5.5,1.05,0.67,0.72,0.012,0.65,0.62,0.67,0.68,0.72,0.71,0.54,0.51,0.29,0.28,161,9.0,2.0,Papaya,53684.0,0.0,Kharif,0.6749999999999999,0.034034296427770214,0.01742857142857144
5039,AP021,21.2,78.53,FLD05039,10722,Papaya,Fruit,Year-round,Sub-Humid,244.0,30.0,232.0,5.9,0.98,2.0,21,12.9,944,806,248,637,696.0,28.6,28.6,70.0,5.1,1.05,0.67,0.73,0.02,0.63,0.67,0.64,0.68,0.7,0.73,0.54,0.56,0.31,0.22,158,14.0,0.0,Papaya,47298.0,0.0,Kharif,0.6750000000000002,0.034034296427770214,0.01799999999999995
5040,UP026,28.87,85.8,FLD05040,15035,Papaya,Fruit,Year-round,Mountain,313.0,50.0,238.0,7.3,0.63,6.0,26,9.7,2065,478,254,400,423.0,11.2,11.2,72.0,3.8,1.05,0.67,0.7,0.014,0.63,0.65,0.64,0.67,0.7,0.7,0.52,0.57,0.24,0.23,313,4.0,0.0,Papaya,71179.0,0.0,Rabi,0.665,0.027537852736430484,0.015142857142857123
5041,TN010,27.79,77.88,FLD05041,10681,Papaya,Fruit,Year-round,Arid,203.0,34.0,189.0,6.1,0.94,4.0,26,24.1,361,140,75,99,129.0,28.9,28.9,51.0,4.3,1.05,0.69,0.75,0.016,0.67,0.62,0.66,0.69,0.72,0.75,0.58,0.54,0.26,0.29,314,2.0,1.0,Papaya,60266.0,92.0,Rabi,0.685,0.0419324854180304,0.020857142857142873
5042,GJ030,13.11,82.62,FLD05042,7893,Papaya,Fruit,Year-round,Plateau,251.0,44.0,227.0,5.9,0.94,4.0,31,12.8,1044,359,146,253,332.0,25.6,25.6,73.0,3.6,1.05,0.68,0.73,0.02,0.62,0.66,0.66,0.69,0.73,0.72,0.54,0.56,0.3,0.27,305,2.0,1.0,Papaya,37021.0,0.0,Rabi,0.68,0.03785938897200181,0.021142857142857113
5043,MH033,10.07,75.67,FLD05043,8074,Papaya,Fruit,Year-round,Sub-Humid,293.0,45.0,220.0,6.0,0.52,4.0,32,8.1,1039,272,135,220,244.0,22.6,22.6,69.0,3.9,1.05,0.67,0.74,0.026,0.61,0.64,0.64,0.71,0.69,0.74,0.53,0.55,0.25,0.3,325,2.0,1.0,Papaya,37627.0,0.0,Rabi,0.6716666666666667,0.04524623986832741,0.02485714285714283
5044,KA043,10.1,87.09,FLD05044,12836,Papaya,Fruit,Year-round,Sub-Humid,278.0,51.0,174.0,7.1,0.89,6.0,20,12.9,1166,261,95,196,238.0,23.0,23.0,68.0,3.9,1.05,0.68,0.74,0.008,0.66,0.64,0.64,0.7,0.74,0.7,0.54,0.53,0.29,0.29,313,0.0,1.0,Papaya,54060.0,0.0,Rabi,0.68,0.03651483716701106,0.015999999999999966
5045,HR010,26.94,80.26,FLD05045,11965,Papaya,Fruit,Year-round,Arid,202.0,42.0,232.0,7.4,0.57,5.0,23,18.7,434,326,114,255,301.0,32.5,32.5,55.0,5.8,1.05,0.68,0.73,0.02,0.63,0.63,0.66,0.7,0.71,0.73,0.55,0.53,0.25,0.29,168,6.0,0.0,Papaya,48808.0,0.0,Kharif,0.6766666666666667,0.0390156663690654,0.02228571428571431
5046,TN030,23.44,80.0,FLD05046,10218,Papaya,Fruit,Year-round,Humid,225.0,40.0,205.0,6.7,0.79,6.0,21,6.4,1245,945,319,602,821.0,28.0,28.0,77.0,4.7,1.05,0.67,0.72,0.014,0.65,0.64,0.66,0.68,0.7,0.72,0.55,0.53,0.26,0.28,148,5.0,0.0,Papaya,40509.0,0.0,Kharif,0.6749999999999999,0.028136571693556864,0.015714285714285726
5047,AP026,19.56,79.69,FLD05047,17281,Papaya,Fruit,Year-round,Coastal,235.0,41.0,207.0,7.2,0.65,0.0,33,11.6,1883,1447,472,1150,1265.0,30.0,30.0,76.0,5.5,1.05,0.67,0.74,0.022,0.63,0.62,0.64,0.67,0.73,0.74,0.52,0.52,0.29,0.31,167,11.0,0.0,Papaya,71293.0,0.0,Kharif,0.6716666666666667,0.047404875511092966,0.026000000000000016
5048,TN010,26.46,88.72,FLD05048,13944,Papaya,Fruit,Year-round,Mountain,292.0,44.0,212.0,6.6,0.62,4.0,23,13.2,1727,678,362,499,622.0,15.8,15.8,77.0,3.7,1.05,0.69,0.74,0.02,0.64,0.66,0.68,0.68,0.74,0.74,0.54,0.56,0.32,0.23,334,8.0,1.0,Papaya,60156.0,0.0,Rabi,0.6900000000000001,0.03785938897200181,0.02114285714285707
5049,AP034,12.74,75.48,FLD05049,19634,Papaya,Fruit,Year-round,Coastal,264.0,41.0,235.0,6.8,0.65,3.0,26,9.2,1021,243,93,198,227.0,24.4,24.4,82.0,4.4,1.05,0.69,0.74,0.014,0.67,0.65,0.64,0.72,0.72,0.74,0.56,0.53,0.3,0.27,306,14.0,1.0,Papaya,88643.0,0.0,Rabi,0.69,0.038297084310253506,0.018285714285714284
5050,AP028,22.51,80.04,FLD05050,11291,Papaya,Fruit,Year-round,Semi-Arid,204.0,42.0,205.0,6.4,0.85,2.0,32,16.4,599,147,53,105,129.0,25.0,25.0,66.0,3.6,1.05,0.67,0.71,0.018,0.62,0.63,0.69,0.71,0.69,0.71,0.54,0.52,0.28,0.26,317,9.0,0.0,Papaya,60536.0,0.0,Rabi,0.6749999999999999,0.03640054944640257,0.018571428571428555
5051,AP013,14.33,75.97,FLD05051,19277,Papaya,Fruit,Year-round,Plateau,232.0,48.0,215.0,7.5,0.79,3.0,22,14.4,1065,260,108,198,234.0,22.5,22.5,63.0,4.0,1.05,0.67,0.74,0.018,0.65,0.63,0.65,0.68,0.7,0.74,0.57,0.55,0.24,0.31,326,14.0,1.0,Papaya,88901.0,0.0,Rabi,0.6750000000000002,0.03685557397915996,0.019714285714285722
5052,AP037,11.96,74.47,FLD05052,13920,Papaya,Fruit,Year-round,Coastal,191.0,45.0,235.0,6.1,0.72,2.0,24,10.7,2656,844,377,650,797.0,24.9,24.9,70.0,4.1,1.05,0.69,0.73,0.014,0.66,0.64,0.69,0.71,0.73,0.73,0.58,0.53,0.26,0.27,306,3.0,0.0,Papaya,58262.0,0.0,Rabi,0.6933333333333334,0.03399346342395188,0.01828571428571422
5053,TN037,29.79,89.13,FLD05053,16465,Papaya,Fruit,Year-round,Semi-Arid,245.0,42.0,214.0,6.8,0.85,5.0,21,16.3,808,262,135,190,247.0,23.4,23.4,62.0,4.1,1.05,0.68,0.75,0.016,0.64,0.64,0.64,0.69,0.75,0.72,0.53,0.54,0.24,0.32,323,1.0,0.0,Papaya,69849.0,0.0,Rabi,0.68,0.043588989435406726,0.022285714285714266
5054,AP017,28.56,88.16,FLD05054,11202,Papaya,Fruit,Year-round,Semi-Arid,319.0,34.0,182.0,5.9,0.74,6.0,34,12.6,838,335,137,266,285.0,24.8,24.8,63.0,3.9,1.05,0.66,0.7,0.018,0.61,0.65,0.65,0.69,0.69,0.7,0.53,0.56,0.3,0.3,307,1.0,1.0,Papaya,43360.0,0.0,Rabi,0.665,0.03149073937948529,0.017428571428571397
5055,TN024,13.09,87.79,FLD05055,14303,Papaya,Fruit,Year-round,Plateau,314.0,43.0,207.0,6.3,0.57,5.0,35,9.4,783,290,152,260,274.0,25.7,25.7,76.0,3.8,1.05,0.68,0.74,0.018,0.65,0.65,0.64,0.72,0.69,0.74,0.55,0.55,0.24,0.28,309,10.0,1.0,Papaya,64904.0,0.0,Rabi,0.6816666666666666,0.03804237403504441,0.018571428571428565
5056,RJ043,29.35,83.57,FLD05056,18061,Papaya,Fruit,Year-round,Mountain,300.0,41.0,197.0,7.4,0.57,4.0,28,10.9,1129,998,379,618,938.0,25.7,25.7,67.0,5.0,1.05,0.69,0.74,0.006,0.66,0.66,0.67,0.72,0.74,0.69,0.55,0.55,0.31,0.3,170,12.0,2.0,Papaya,74530.0,0.0,Kharif,0.6900000000000001,0.030550504633038912,0.01257142857142856
5057,MH014,14.07,84.25,FLD05057,18042,Papaya,Fruit,Year-round,Humid,288.0,49.0,197.0,6.4,0.92,1.0,32,9.3,3178,2793,863,2143,2422.0,28.5,28.5,78.0,5.1,1.05,0.69,0.75,0.016,0.67,0.61,0.69,0.69,0.74,0.75,0.56,0.53,0.24,0.32,169,0.0,0.0,Papaya,82194.0,0.0,Kharif,0.6916666666666668,0.04633812924819281,0.022571428571428576
5058,AP003,19.65,75.28,FLD05058,8859,Papaya,Fruit,Year-round,Coastal,196.0,52.0,206.0,5.8,0.85,3.0,28,11.0,1255,1093,451,856,1024.0,30.7,30.7,73.0,5.5,1.05,0.69,0.75,0.02,0.65,0.63,0.66,0.72,0.7,0.75,0.54,0.53,0.29,0.29,151,10.0,0.0,Papaya,41293.0,0.0,Kharif,0.685,0.0419324854180304,0.022000000000000002
5059,AP035,18.94,85.16,FLD05059,11669,Papaya,Fruit,Year-round,Coastal,256.0,49.0,224.0,7.4,0.85,3.0,22,6.8,1077,299,159,272,281.0,24.1,24.1,72.0,3.8,1.05,0.67,0.73,0.024,0.61,0.63,0.66,0.71,0.71,0.73,0.53,0.53,0.27,0.27,306,16.0,1.0,Papaya,51173.0,0.0,Rabi,0.6749999999999999,0.04462809279665293,0.025428571428571394
5060,MH043,12.14,70.05,FLD05060,13745,Papaya,Fruit,Year-round,Coastal,314.0,31.0,224.0,6.8,0.79,5.0,35,8.9,1236,368,135,337,333.0,23.3,23.3,78.0,3.7,1.05,0.69,0.75,0.012,0.65,0.67,0.67,0.69,0.75,0.71,0.55,0.59,0.27,0.31,317,15.0,2.0,Papaya,60685.0,0.0,Rabi,0.6900000000000001,0.032659863237109024,0.01599999999999998
5061,HR005,29.72,85.82,FLD05061,19723,Papaya,Fruit,Year-round,Arid,305.0,33.0,226.0,7.8,0.98,4.0,28,16.1,313,284,109,217,264.0,31.0,31.0,52.0,5.6,1.05,0.67,0.71,0.012,0.64,0.64,0.65,0.71,0.69,0.7,0.53,0.53,0.27,0.25,156,16.0,1.0,Papaya,88056.0,0.0,Kharif,0.6716666666666667,0.029107081994288273,0.014571428571428534
5062,GJ049,30.08,88.62,FLD05062,7346,Papaya,Fruit,Year-round,Mountain,252.0,49.0,174.0,7.3,0.59,0.0,28,7.5,2837,792,340,671,676.0,14.7,14.7,62.0,3.9,1.05,0.68,0.72,0.012,0.66,0.64,0.69,0.68,0.7,0.72,0.56,0.53,0.25,0.24,329,1.0,0.0,Papaya,31287.0,0.0,Rabi,0.6816666666666666,0.026087459737497525,0.013428571428571397
5063,TN023,20.71,70.83,FLD05063,12280,Papaya,Fruit,Year-round,Humid,209.0,32.0,182.0,6.1,0.87,2.0,22,9.6,3008,1003,493,930,920.0,20.4,20.4,77.0,4.3,1.05,0.67,0.72,0.018,0.62,0.65,0.68,0.67,0.72,0.71,0.52,0.57,0.32,0.26,333,3.0,2.0,Papaya,50142.0,0.0,Rabi,0.6749999999999999,0.034034296427770214,0.018571428571428555
5064,MH026,31.79,81.36,FLD05064,19528,Papaya,Fruit,Year-round,Mountain,277.0,51.0,236.0,6.3,0.6,3.0,31,13.0,2235,1938,663,1433,1692.0,25.6,25.6,70.0,5.1,1.05,0.68,0.72,0.01,0.66,0.66,0.64,0.68,0.72,0.71,0.55,0.56,0.26,0.22,159,12.0,1.0,Papaya,88039.0,0.0,Kharif,0.6783333333333333,0.028528737947706127,0.013428571428571389
5065,MH043,22.36,84.73,FLD05065,6859,Papaya,Fruit,Year-round,Humid,315.0,35.0,197.0,7.5,0.5,2.0,22,7.0,1747,1521,670,1048,1309.0,26.4,26.4,79.0,5.1,1.05,0.68,0.74,0.01,0.66,0.63,0.65,0.69,0.74,0.71,0.57,0.55,0.31,0.24,170,8.0,1.0,Papaya,29955.0,0.0,Kharif,0.68,0.037416573867739396,0.01771428571428567
5066,AP010,23.32,74.17,FLD05066,9928,Papaya,Fruit,Year-round,Sub-Humid,244.0,52.0,180.0,6.4,0.77,1.0,36,12.0,1087,349,143,317,331.0,23.0,23.0,70.0,3.8,1.05,0.66,0.71,0.012,0.63,0.61,0.66,0.68,0.71,0.69,0.52,0.54,0.3,0.33,316,4.0,0.0,Papaya,43399.0,0.0,Rabi,0.6633333333333333,0.03448026810929533,0.017714285714285728
5067,PB040,25.55,88.41,FLD05067,10527,Papaya,Fruit,Year-round,Humid,278.0,31.0,176.0,7.3,0.54,3.0,23,5.8,1716,648,281,567,563.0,21.7,21.7,82.0,3.3,1.05,0.68,0.73,0.014,0.66,0.67,0.66,0.68,0.7,0.73,0.58,0.57,0.25,0.25,326,7.0,2.0,Papaya,43194.0,0.0,Rabi,0.6833333333333332,0.024944382578492918,0.013142857142857095
5068,MH039,8.27,85.66,FLD05068,18882,Papaya,Fruit,Year-round,Coastal,282.0,47.0,209.0,7.5,0.53,1.0,28,9.1,2457,549,264,510,482.0,24.4,24.4,71.0,4.1,1.05,0.69,0.72,0.018,0.63,0.67,0.67,0.72,0.71,0.72,0.55,0.55,0.32,0.23,331,2.0,0.0,Papaya,88167.0,0.0,Rabi,0.6866666666666666,0.0329983164553722,0.017714285714285693
5069,MH029,16.24,70.53,FLD05069,14149,Papaya,Fruit,Year-round,Arid,183.0,39.0,182.0,6.7,0.51,4.0,29,15.2,499,123,54,87,106.0,25.4,25.4,58.0,3.7,1.05,0.68,0.72,0.016,0.63,0.64,0.68,0.72,0.72,0.71,0.55,0.54,0.28,0.28,305,14.0,0.0,Papaya,74353.0,166.0,Rabi,0.6833333333333332,0.036817870057290855,0.01942857142857146
5070,MH019,29.64,78.66,FLD05070,17471,Papaya,Fruit,Year-round,Sub-Humid,208.0,44.0,183.0,6.8,0.73,5.0,34,12.7,1163,368,149,325,339.0,22.9,22.9,75.0,3.7,1.05,0.67,0.7,0.006,0.66,0.65,0.64,0.7,0.69,0.69,0.57,0.56,0.29,0.29,312,15.0,1.0,Papaya,67191.0,0.0,Rabi,0.6716666666666667,0.02266911751455904,0.009428571428571418
5071,MH036,21.0,73.39,FLD05071,9420,Papaya,Fruit,Year-round,Coastal,270.0,30.0,234.0,6.8,0.68,2.0,23,6.5,2382,2077,772,1371,1962.0,30.7,30.7,81.0,5.4,1.05,0.69,0.75,0.018,0.66,0.65,0.69,0.69,0.71,0.75,0.54,0.56,0.23,0.32,167,3.0,2.0,Papaya,40883.0,0.0,Kharif,0.6916666666666668,0.03287180487219336,0.01799999999999997
5072,GJ029,12.59,75.26,FLD05072,13294,Papaya,Fruit,Year-round,Coastal,223.0,48.0,215.0,5.9,0.7,3.0,22,11.8,858,774,245,610,677.0,29.9,29.9,76.0,5.5,1.05,0.7,0.73,0.012,0.67,0.65,0.69,0.72,0.73,0.73,0.58,0.54,0.23,0.25,144,8.0,0.0,Papaya,59206.0,0.0,Kharif,0.6983333333333333,0.030776975521032295,0.0162857142857143
5073,UP034,11.43,87.77,FLD05073,18025,Papaya,Fruit,Year-round,Semi-Arid,230.0,44.0,174.0,7.6,0.51,5.0,29,16.6,544,207,105,192,189.0,24.4,24.4,57.0,3.4,1.05,0.68,0.73,0.016,0.61,0.65,0.66,0.73,0.72,0.69,0.52,0.54,0.26,0.31,318,1.0,0.0,Papaya,85403.0,0.0,Rabi,0.6766666666666667,0.0414996653266291,0.019428571428571434
5074,MH006,28.04,84.74,FLD05074,15023,Papaya,Fruit,Year-round,Semi-Arid,239.0,47.0,237.0,6.5,0.72,0.0,25,11.7,828,733,252,501,657.0,29.0,29.0,68.0,5.7,1.05,0.67,0.73,0.016,0.62,0.63,0.65,0.72,0.73,0.7,0.54,0.52,0.25,0.29,140,10.0,0.0,Papaya,67858.0,0.0,Kharif,0.6749999999999999,0.04349329450233295,0.022000000000000006
5075,MP038,34.46,91.87,FLD05075,19086,Papaya,Fruit,Year-round,Mountain,305.0,50.0,178.0,6.4,0.64,4.0,24,9.1,938,371,148,303,337.0,12.5,12.5,78.0,3.2,1.05,0.69,0.74,0.026,0.61,0.63,0.68,0.71,0.74,0.74,0.52,0.53,0.32,0.28,323,10.0,1.0,Papaya,81040.0,0.0,Rabi,0.685,0.05057996968497839,0.028857142857142856
5076,HR047,14.58,84.8,FLD05076,8926,Papaya,Fruit,Year-round,Semi-Arid,251.0,32.0,178.0,6.9,0.7,3.0,28,14.6,833,776,292,592,726.0,30.6,30.6,66.0,4.8,1.05,0.67,0.73,0.016,0.65,0.63,0.64,0.68,0.7,0.73,0.56,0.53,0.23,0.31,151,9.0,1.0,Papaya,35151.0,0.0,Kharif,0.6716666666666665,0.03531603350069514,0.018571428571428523
5077,GJ001,14.65,79.32,FLD05077,19453,Papaya,Fruit,Year-round,Humid,196.0,29.0,209.0,6.0,0.62,2.0,23,6.6,3116,2627,900,1872,2361.0,26.9,26.9,75.0,5.7,1.05,0.67,0.71,0.012,0.63,0.66,0.65,0.69,0.71,0.69,0.54,0.55,0.27,0.22,151,0.0,1.0,Papaya,83144.0,0.0,Kharif,0.6716666666666665,0.027335365778094516,0.01400000000000001
5078,TN025,11.03,77.43,FLD05078,9868,Papaya,Fruit,Year-round,Sub-Humid,286.0,43.0,231.0,6.7,0.5,4.0,34,12.7,859,745,309,530,681.0,28.8,28.8,69.0,5.4,1.05,0.7,0.73,0.016,0.65,0.66,0.69,0.73,0.72,0.73,0.54,0.56,0.28,0.29,151,16.0,1.0,Papaya,47546.0,0.0,Kharif,0.6966666666666667,0.03248931448269653,0.01771428571428572
5079,AP035,14.46,86.95,FLD05079,17144,Papaya,Fruit,Year-round,Humid,183.0,34.0,238.0,5.9,0.63,0.0,23,7.1,3101,1109,463,856,1017.0,22.7,22.7,79.0,3.5,1.05,0.68,0.73,0.01,0.65,0.66,0.67,0.68,0.73,0.7,0.56,0.56,0.3,0.23,332,6.0,1.0,Papaya,77695.0,0.0,Rabi,0.6816666666666666,0.02671869923646897,0.013428571428571458
5080,MP021,11.04,89.71,FLD05080,12462,Papaya,Fruit,Year-round,Humid,202.0,48.0,214.0,6.0,0.89,2.0,33,8.2,2496,873,381,721,827.0,20.0,20.0,83.0,3.5,1.05,0.69,0.74,0.026,0.61,0.67,0.68,0.7,0.72,0.74,0.5,0.59,0.33,0.31,334,9.0,2.0,Papaya,57523.0,0.0,Rabi,0.6866666666666666,0.0414996653266291,0.023428571428571437
5081,MH042,16.51,78.82,FLD05081,19391,Papaya,Fruit,Year-round,Plateau,307.0,52.0,176.0,5.9,0.64,3.0,23,10.1,715,237,96,217,202.0,25.6,25.6,74.0,3.7,1.05,0.69,0.73,0.01,0.66,0.66,0.68,0.71,0.73,0.71,0.56,0.55,0.22,0.28,322,10.0,0.0,Papaya,96352.0,0.0,Rabi,0.6916666666666668,0.026718699236468964,0.013999999999999973
5082,MH019,13.6,70.78,FLD05082,14033,Papaya,Fruit,Year-round,Semi-Arid,263.0,32.0,229.0,6.2,0.58,5.0,31,16.7,681,613,195,463,550.0,28.0,28.0,59.0,5.3,1.05,0.69,0.73,0.018,0.62,0.66,0.67,0.73,0.72,0.71,0.53,0.55,0.26,0.22,159,0.0,0.0,Papaya,61684.0,0.0,Kharif,0.685,0.03862210075418821,0.019714285714285677
5083,HR020,28.42,76.31,FLD05083,11476,Papaya,Fruit,Year-round,Mountain,310.0,42.0,231.0,7.5,0.76,5.0,26,11.8,3207,2601,1000,1709,2446.0,23.5,23.5,65.0,5.0,1.05,0.69,0.75,0.022,0.64,0.67,0.65,0.72,0.71,0.75,0.55,0.57,0.3,0.28,148,5.0,0.0,Papaya,53558.0,0.0,Kharif,0.69,0.039581140290126375,0.02114285714285707
5084,HR011,10.5,78.34,FLD05084,8029,Papaya,Fruit,Year-round,Plateau,254.0,49.0,235.0,7.6,0.92,5.0,38,8.1,1231,1111,353,858,1043.0,30.1,30.1,75.0,4.8,1.05,0.68,0.72,0.014,0.65,0.64,0.65,0.7,0.71,0.72,0.55,0.56,0.23,0.29,143,16.0,0.0,Papaya,35261.0,0.0,Kharif,0.6783333333333332,0.03236081306491264,0.01742857142857144
5085,HR024,21.63,76.8,FLD05085,18112,Papaya,Fruit,Year-round,Coastal,288.0,46.0,232.0,6.1,0.89,1.0,21,6.3,2724,951,373,667,882.0,23.7,23.7,71.0,3.9,1.05,0.69,0.74,0.02,0.64,0.66,0.67,0.68,0.72,0.74,0.54,0.54,0.27,0.27,326,1.0,0.0,Papaya,81216.0,0.0,Rabi,0.685,0.03452052529534661,0.01971428571428569
5086,GJ028,9.96,85.57,FLD05086,15627,Papaya,Fruit,Year-round,Coastal,260.0,38.0,234.0,6.7,0.66,5.0,29,8.6,2586,2039,863,1599,1851.0,29.6,29.6,71.0,5.3,1.05,0.68,0.74,0.014,0.67,0.64,0.64,0.69,0.72,0.74,0.57,0.53,0.22,0.23,153,9.0,1.0,Papaya,64139.0,0.0,Kharif,0.6833333333333335,0.03771236166328252,0.01828571428571423
5087,KA014,16.3,75.05,FLD05087,12180,Papaya,Fruit,Year-round,Plateau,207.0,43.0,193.0,7.0,0.71,4.0,22,13.6,1187,1004,314,694,897.0,30.0,30.0,72.0,5.3,1.05,0.68,0.74,0.01,0.66,0.62,0.64,0.72,0.74,0.71,0.57,0.52,0.31,0.27,141,10.0,1.0,Papaya,49037.0,0.0,Kharif,0.6816666666666666,0.044127340982912405,0.01971428571428569
5088,GJ002,17.56,77.33,FLD05088,9946,Papaya,Fruit,Year-round,Plateau,263.0,48.0,184.0,7.0,0.54,0.0,31,14.0,1134,870,263,666,751.0,30.7,30.7,66.0,4.7,1.05,0.7,0.74,0.012,0.67,0.64,0.68,0.72,0.74,0.73,0.56,0.56,0.22,0.31,152,10.0,2.0,Papaya,40910.0,0.0,Kharif,0.6966666666666667,0.03590109871423001,0.018285714285714225
5089,HR016,20.82,78.95,FLD05089,6580,Papaya,Fruit,Year-round,Coastal,185.0,48.0,176.0,6.6,0.74,5.0,36,9.1,2363,560,289,433,524.0,24.9,24.9,74.0,4.3,1.05,0.67,0.75,0.024,0.63,0.62,0.64,0.67,0.73,0.75,0.54,0.52,0.32,0.29,324,3.0,2.0,Papaya,25121.0,0.0,Rabi,0.6733333333333333,0.04988876515698588,0.027428571428571413
5090,GJ043,16.73,82.79,FLD05090,17474,Papaya,Fruit,Year-round,Humid,266.0,33.0,172.0,5.9,0.94,3.0,29,9.1,2269,551,228,455,494.0,20.5,20.5,82.0,3.6,1.05,0.69,0.73,0.012,0.67,0.63,0.67,0.7,0.73,0.73,0.57,0.52,0.22,0.26,324,15.0,0.0,Papaya,77748.0,0.0,Rabi,0.6883333333333334,0.03578485092263979,0.017999999999999967
5091,AP023,10.87,76.79,FLD05091,18530,Papaya,Fruit,Year-round,Humid,268.0,32.0,238.0,6.1,0.86,2.0,22,8.2,3086,2901,1143,2174,2657.0,27.1,27.1,86.0,4.9,1.05,0.67,0.71,0.014,0.62,0.66,0.64,0.68,0.71,0.69,0.52,0.55,0.27,0.23,147,4.0,0.0,Papaya,82325.0,0.0,Kharif,0.6666666666666666,0.030368111930480984,0.015428571428571384
5092,PB010,33.26,83.91,FLD05092,7591,Papaya,Fruit,Year-round,Mountain,199.0,51.0,184.0,6.6,0.9,2.0,30,12.9,2293,1860,684,1337,1753.0,21.0,21.0,77.0,4.7,1.05,0.67,0.71,0.018,0.61,0.65,0.69,0.67,0.71,0.7,0.53,0.54,0.33,0.27,168,12.0,0.0,Papaya,31001.0,0.0,Kharif,0.6716666666666667,0.03387066905483594,0.0174285714285714
5093,TN046,14.78,83.04,FLD05093,8339,Papaya,Fruit,Year-round,Coastal,310.0,49.0,187.0,7.1,0.66,2.0,25,10.4,1198,368,167,319,313.0,23.5,23.5,82.0,4.1,1.05,0.69,0.74,0.018,0.65,0.66,0.69,0.72,0.69,0.74,0.57,0.58,0.23,0.26,318,10.0,1.0,Papaya,37522.0,0.0,Rabi,0.6916666666666665,0.031313823713426545,0.016285714285714268
5094,TN002,12.35,82.01,FLD05094,12589,Papaya,Fruit,Year-round,Coastal,207.0,28.0,232.0,6.1,0.53,5.0,33,9.9,2532,1930,702,1513,1649.0,30.6,30.6,76.0,5.7,1.05,0.68,0.73,0.018,0.62,0.65,0.68,0.69,0.73,0.71,0.52,0.57,0.27,0.27,151,12.0,1.0,Papaya,50016.0,0.0,Kharif,0.68,0.03651483716701106,0.019999999999999966
5095,UP017,26.81,87.29,FLD05095,17659,Papaya,Fruit,Year-round,Arid,309.0,51.0,240.0,7.8,0.76,0.0,21,16.2,341,292,112,229,263.0,30.9,30.9,46.0,5.0,1.05,0.69,0.75,0.02,0.65,0.65,0.67,0.7,0.69,0.75,0.54,0.54,0.22,0.25,147,11.0,1.0,Papaya,82085.0,0.0,Kharif,0.6849999999999999,0.03452052529534662,0.018571428571428544
5096,TN006,15.39,73.94,FLD05096,8495,Papaya,Fruit,Year-round,Sub-Humid,193.0,37.0,174.0,6.7,0.74,5.0,35,12.4,1041,978,424,765,838.0,27.5,27.5,75.0,5.1,1.05,0.68,0.72,0.012,0.65,0.63,0.64,0.71,0.72,0.71,0.57,0.52,0.23,0.29,156,12.0,2.0,Papaya,35299.0,0.0,Kharif,0.6766666666666666,0.037267799624996475,0.018285714285714235
5097,RJ019,18.16,75.32,FLD05097,19544,Papaya,Fruit,Year-round,Plateau,260.0,45.0,210.0,6.1,0.64,1.0,34,11.7,908,841,368,508,792.0,30.1,30.1,66.0,5.7,1.05,0.67,0.72,0.012,0.64,0.62,0.66,0.69,0.72,0.7,0.53,0.54,0.32,0.32,158,7.0,1.0,Papaya,81770.0,0.0,Kharif,0.6716666666666667,0.0348409082672781,0.017999999999999943
