record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,soil_n,soil_p,soil_k,soil_ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall_effective_mm,avg_temp_c,temperature_avg_c,humidity_pct,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target
5742,MP019,26.54,74.01,FLD05742,13342,Guava,Fruit,Year-round,Humid,252,38,194,6.8,0.84,Laterite,33,8.8,2116,837,354,760,716,20.5,20.5,75,3.4,1.02,0.7,0.73,0.014,0.66,0.67,0.68,0.73,0.72,0.73,0.54,0.56,0.25,0.28,327,Tillering,Drip,Guava,20550,0,Rabi
5743,TN011,13.08,82.53,FLD05743,10239,Guava,Fruit,Year-round,Plateau,272,32,239,7.8,0.83,Clay,25,11.3,1072,911,319,622,788,30.0,30.0,71,4.9,1.02,0.69,0.75,0.018,0.66,0.63,0.67,0.73,0.69,0.75,0.57,0.54,0.3,0.31,162,Grand growth,Drip,Guava,15786,0,Kharif
5744,AP049,11.03,86.19,FLD05744,6579,Guava,Fruit,Year-round,Sub-Humid,271,46,201,7.1,0.75,Loam,33,9.6,1179,1041,389,632,933,28.0,28.0,76,4.9,1.02,0.68,0.73,0.02,0.61,0.66,0.68,0.69,0.73,0.71,0.51,0.58,0.31,0.25,168,Fruiting,Drip,Guava,10391,0,Kharif
5745,KA013,20.86,86.29,FLD05745,17266,Guava,Fruit,Year-round,Arid,282,52,240,6.2,0.84,Laterite,36,22.4,364,308,101,202,271,31.6,31.6,53,5.1,1.02,0.68,0.74,0.006,0.67,0.62,0.66,0.67,0.74,0.7,0.55,0.51,0.3,0.32,165,Reproductive,Sprinkler,Guava,30169,0,Kharif
5746,MP042,25.24,72.69,FLD05746,7767,Guava,Fruit,Year-round,Plateau,254,28,181,6.8,0.84,Sandy Clay,37,13.7,820,723,223,563,680,30.7,30.7,67,5.1,1.02,0.68,0.73,0.018,0.64,0.66,0.64,0.72,0.7,0.73,0.53,0.58,0.24,0.29,167,Tillering,Sprinkler,Guava,10608,0,Kharif
5747,TN026,9.15,74.0,FLD05747,8379,Guava,Fruit,Year-round,Coastal,303,32,217,6.0,0.53,Laterite,36,11.8,2341,594,324,498,508,23.4,23.4,74,3.4,1.02,0.67,0.72,0.016,0.62,0.65,0.64,0.72,0.72,0.7,0.54,0.54,0.25,0.31,335,Tillering,Drip,Guava,12265,0,Rabi
5748,KA041,25.33,82.68,FLD05748,17160,Guava,Fruit,Year-round,Mountain,253,44,210,7.2,0.73,Sandy Loam,21,10.9,3214,981,535,716,899,16.7,16.7,84,4.0,1.02,0.67,0.73,0.016,0.65,0.62,0.65,0.69,0.7,0.73,0.54,0.52,0.24,0.3,324,Pod formation,Sprinkler,Guava,26041,0,Rabi
5749,MP004,33.31,77.15,FLD05749,15331,Guava,Fruit,Year-round,Mountain,184,42,185,7.2,0.77,Laterite,24,7.1,1529,341,179,276,308,11.9,11.9,79,3.4,1.02,0.68,0.72,0.012,0.66,0.66,0.67,0.69,0.69,0.72,0.54,0.55,0.24,0.27,327,Flowering,Sprinkler,Guava,21156,0,Rabi
5750,GJ004,28.66,72.8,FLD05750,11694,Guava,Fruit,Year-round,Humid,228,30,221,6.7,0.68,Clay,25,8.0,1270,478,240,362,412,22.3,22.3,82,4.1,1.02,0.69,0.72,0.014,0.64,0.67,0.68,0.72,0.72,0.71,0.54,0.55,0.24,0.28,329,Bulbing,Sprinkler,Guava,17258,0,Rabi
5751,RJ045,14.51,70.58,FLD05751,6563,Guava,Fruit,Year-round,Semi-Arid,204,49,220,5.9,0.64,Loam,24,11.2,665,603,187,435,556,31.8,31.8,60,5.4,1.02,0.68,0.73,0.012,0.67,0.64,0.67,0.68,0.69,0.73,0.58,0.53,0.26,0.26,167,Mature,Drip,Guava,10802,0,Kharif
5752,PB006,16.88,76.95,FLD05752,12101,Guava,Fruit,Year-round,Coastal,287,30,175,6.4,0.81,Loam,31,11.6,2714,891,324,742,787,24.1,24.1,72,3.1,1.02,0.67,0.7,0.01,0.65,0.65,0.67,0.69,0.69,0.7,0.55,0.57,0.28,0.22,326,Flowering,Sprinkler,Guava,19208,0,Rabi
5753,PB010,20.84,87.55,FLD05753,19894,Guava,Fruit,Year-round,Sub-Humid,211,39,178,6.4,0.84,Loam,37,11.1,1076,419,214,355,386,23.7,23.7,71,3.1,1.02,0.67,0.73,0.018,0.64,0.65,0.65,0.67,0.7,0.73,0.55,0.55,0.3,0.24,322,Flowering,Surface,Guava,29013,0,Rabi
5754,UP021,12.25,71.41,FLD05754,6893,Guava,Fruit,Year-round,Arid,249,40,225,6.2,0.92,Laterite,27,22.8,279,72,31,60,63,27.8,27.8,45,3.9,1.02,0.69,0.74,0.018,0.63,0.64,0.68,0.7,0.74,0.72,0.53,0.54,0.24,0.32,312,Rhizome development,Drip,Guava,11880,432,Rabi
5755,MH024,17.05,73.1,FLD05755,11132,Guava,Fruit,Year-round,Plateau,312,48,194,7.6,0.67,Sandy Clay,36,8.5,894,819,283,505,771,31.3,31.3,73,5.0,1.02,0.68,0.73,0.02,0.63,0.62,0.69,0.71,0.7,0.73,0.54,0.54,0.32,0.24,166,Tuber development,Surface,Guava,18127,0,Kharif
5756,TN009,20.87,86.64,FLD05756,15341,Guava,Fruit,Year-round,Humid,222,51,186,6.6,0.97,Clay Loam,36,5.9,1934,577,224,457,540,20.3,20.3,81,3.8,1.02,0.68,0.71,0.01,0.65,0.64,0.69,0.68,0.71,0.7,0.57,0.53,0.24,0.23,329,Pod formation,Sprinkler,Guava,25006,0,Rabi
5757,AP022,14.52,89.74,FLD05757,5223,Guava,Fruit,Year-round,Plateau,253,28,206,7.3,0.6,Clay,28,9.4,1145,954,295,637,815,30.0,30.0,72,4.5,1.02,0.69,0.74,0.024,0.62,0.67,0.67,0.72,0.72,0.74,0.54,0.57,0.33,0.28,151,Grain filling,Surface,Guava,7593,0,Kharif
5758,AP022,34.67,88.53,FLD05758,9582,Guava,Fruit,Year-round,Mountain,284,31,206,6.4,0.75,Laterite,32,12.4,2679,1004,470,792,883,18.8,18.8,62,3.6,1.02,0.67,0.75,0.026,0.62,0.62,0.65,0.68,0.73,0.75,0.53,0.52,0.27,0.31,326,Tillering,Surface,Guava,14034,0,Rabi
5759,PB011,26.87,70.74,FLD05759,6680,Guava,Fruit,Year-round,Semi-Arid,243,34,224,7.0,0.57,Clay,31,10.2,816,771,344,477,682,30.2,30.2,64,5.4,1.02,0.69,0.74,0.024,0.62,0.64,0.69,0.72,0.74,0.74,0.51,0.53,0.27,0.32,167,Tuber bulking,Sprinkler,Guava,10210,0,Kharif
5760,GJ037,27.28,87.89,FLD05760,8621,Guava,Fruit,Year-round,Mountain,198,49,179,6.0,0.62,Loam,21,12.8,1842,605,317,425,551,11.3,11.3,73,3.3,1.02,0.69,0.74,0.02,0.64,0.63,0.66,0.71,0.74,0.74,0.56,0.54,0.25,0.27,332,Bulbing,Surface,Guava,12413,0,Rabi
5761,AP013,21.45,77.87,FLD05761,16585,Guava,Fruit,Year-round,Arid,306,45,222,7.3,0.61,Sandy Clay,22,15.4,269,213,82,130,184,35.2,35.2,47,4.9,1.02,0.69,0.73,0.016,0.64,0.67,0.64,0.73,0.71,0.72,0.55,0.58,0.25,0.26,153,Vegetative,Drip,Guava,31481,0,Kharif
5762,RJ035,19.06,84.89,FLD05762,6722,Guava,Fruit,Year-round,Sub-Humid,192,51,200,6.3,0.86,Clay Loam,22,10.1,860,299,137,260,259,22.5,22.5,73,3.4,1.02,0.67,0.72,0.012,0.63,0.63,0.66,0.72,0.69,0.69,0.55,0.52,0.23,0.26,332,Tuber development,Sprinkler,Guava,10722,0,Rabi
5763,UP018,17.98,84.4,FLD05763,19078,Guava,Fruit,Year-round,Coastal,280,42,204,6.2,0.61,Sandy Clay,36,9.4,2563,799,300,625,722,24.3,24.3,75,3.1,1.02,0.68,0.7,0.012,0.64,0.65,0.68,0.69,0.7,0.7,0.55,0.55,0.28,0.27,332,Flush,Drip,Guava,28202,0,Rabi
5764,GJ035,10.74,77.16,FLD05764,19392,Guava,Fruit,Year-round,Plateau,188,42,199,7.6,0.72,Loam,29,9.4,1092,368,186,290,327,23.6,23.6,66,3.8,1.02,0.67,0.74,0.02,0.63,0.63,0.63,0.69,0.74,0.73,0.53,0.54,0.29,0.31,316,Flowering,Sprinkler,Guava,30106,0,Rabi
5765,MH041,12.82,73.31,FLD05765,16761,Guava,Fruit,Year-round,Sub-Humid,294,42,214,6.8,0.92,Sandy,35,12.8,913,355,175,259,334,23.5,23.5,68,3.2,1.02,0.7,0.74,0.014,0.67,0.67,0.69,0.71,0.7,0.74,0.58,0.59,0.25,0.28,334,Nut development,Drip,Guava,29019,0,Rabi
5766,PB019,19.95,82.18,FLD05766,7180,Guava,Fruit,Year-round,Semi-Arid,295,52,183,6.2,0.68,Sandy,38,15.3,739,684,274,519,622,30.7,30.7,62,4.7,1.02,0.68,0.71,0.006,0.66,0.63,0.68,0.71,0.69,0.69,0.55,0.52,0.25,0.3,168,Rhizome development,Drip,Guava,12164,0,Kharif
5767,RJ004,10.51,86.88,FLD05767,13107,Guava,Fruit,Year-round,Semi-Arid,242,31,224,7.3,0.7,Sandy Loam,33,11.9,658,589,261,400,517,28.8,28.8,60,5.6,1.02,0.68,0.74,0.024,0.62,0.66,0.68,0.69,0.69,0.74,0.53,0.57,0.29,0.31,146,Tuber development,Drip,Guava,19472,0,Kharif
5768,AP004,27.41,77.51,FLD05768,6361,Guava,Fruit,Year-round,Mountain,320,40,222,6.3,0.73,Clay,32,8.0,2799,2597,1042,1852,2306,20.4,20.4,78,4.6,1.02,0.69,0.74,0.02,0.64,0.66,0.65,0.72,0.74,0.74,0.53,0.56,0.26,0.28,140,Grand growth,Surface,Guava,11070,0,Kharif
5769,MP042,14.81,79.17,FLD05769,10963,Guava,Fruit,Year-round,Arid,180,30,235,7.1,0.83,Clay Loam,27,16.1,369,133,62,117,119,25.3,25.3,48,3.7,1.02,0.69,0.74,0.01,0.66,0.67,0.66,0.73,0.74,0.71,0.58,0.56,0.29,0.22,330,Flush,Sprinkler,Guava,23412,0,Rabi
5770,AP020,16.88,86.31,FLD05770,19984,Guava,Fruit,Year-round,Sub-Humid,302,38,189,7.8,0.66,Sandy Clay,24,12.6,1146,1041,459,711,951,28.3,28.3,69,4.5,1.02,0.67,0.72,0.014,0.65,0.64,0.64,0.67,0.71,0.72,0.53,0.55,0.25,0.24,158,Fruiting,Sprinkler,Guava,29464,0,Kharif
5771,KA007,18.07,81.66,FLD05771,8674,Guava,Fruit,Year-round,Plateau,256,34,220,7.8,0.59,Laterite,26,9.2,1141,336,125,250,300,24.9,24.9,62,4.0,1.02,0.68,0.72,0.016,0.64,0.62,0.65,0.71,0.72,0.72,0.54,0.53,0.24,0.26,334,Fruiting,Surface,Guava,13473,0,Rabi
5772,AP009,27.69,77.57,FLD05772,11088,Guava,Fruit,Year-round,Mountain,221,45,207,7.7,0.63,Loam,37,13.0,927,880,292,684,826,24.2,24.2,71,5.2,1.02,0.68,0.74,0.01,0.65,0.64,0.65,0.71,0.74,0.7,0.56,0.53,0.32,0.23,158,Mature,Drip,Guava,17444,0,Kharif
5773,PB037,10.65,88.0,FLD05773,17496,Guava,Fruit,Year-round,Arid,199,38,196,6.4,0.8,Clay,33,18.1,407,327,140,240,284,33.0,33.0,48,5.5,1.02,0.68,0.72,0.01,0.67,0.62,0.66,0.69,0.72,0.72,0.56,0.52,0.25,0.28,165,Flowering,Sprinkler,Guava,24701,0,Kharif
5774,TN023,27.9,78.03,FLD05774,19232,Guava,Fruit,Year-round,Mountain,180,50,180,6.8,0.53,Loam,35,11.8,1731,371,154,265,341,18.1,18.1,76,3.7,1.02,0.68,0.75,0.028,0.61,0.65,0.66,0.69,0.72,0.75,0.51,0.57,0.28,0.27,315,Flush,Drip,Guava,27125,0,Rabi
5775,AP021,28.5,87.76,FLD05775,6299,Guava,Fruit,Year-round,Plateau,320,44,207,6.9,0.88,Clay Loam,34,10.4,800,640,228,443,556,27.9,27.9,65,4.7,1.02,0.68,0.74,0.01,0.66,0.66,0.65,0.68,0.74,0.71,0.55,0.55,0.23,0.29,154,Grain filling,Drip,Guava,10409,0,Kharif
5776,KA045,16.47,79.22,FLD05776,13587,Guava,Fruit,Year-round,Coastal,303,42,183,7.6,0.71,Sandy,35,6.4,1745,432,209,390,379,25.0,25.0,75,3.2,1.02,0.68,0.74,0.022,0.63,0.64,0.66,0.67,0.73,0.74,0.54,0.56,0.32,0.26,324,Fruiting,Surface,Guava,19754,0,Rabi
5777,MH039,8.41,78.31,FLD05777,15159,Guava,Fruit,Year-round,Coastal,187,30,173,7.1,0.58,Loam,28,6.4,2327,890,440,713,838,24.7,24.7,71,3.9,1.02,0.68,0.75,0.022,0.64,0.63,0.67,0.68,0.73,0.75,0.55,0.54,0.3,0.3,316,Tillering,Drip,Guava,21465,0,Rabi
5778,KA016,28.15,89.92,FLD05778,15238,Guava,Fruit,Year-round,Sub-Humid,254,32,212,7.4,0.59,Clay Loam,32,10.9,916,314,153,292,296,22.7,22.7,68,3.9,1.02,0.69,0.75,0.018,0.66,0.64,0.67,0.68,0.71,0.75,0.55,0.56,0.29,0.29,319,Flush,Surface,Guava,23468,0,Rabi
5779,RJ042,16.07,87.05,FLD05779,5322,Guava,Fruit,Year-round,Semi-Arid,208,41,203,7.5,0.6,Laterite,20,12.8,621,241,125,202,212,23.5,23.5,61,3.5,1.02,0.67,0.75,0.02,0.65,0.66,0.63,0.67,0.69,0.75,0.55,0.58,0.29,0.25,327,Boll formation,Drip,Guava,8069,0,Rabi
5780,MH014,16.82,80.65,FLD05780,9843,Guava,Fruit,Year-round,Coastal,315,28,183,6.0,0.66,Laterite,34,7.8,1538,484,177,398,447,24.6,24.6,79,3.7,1.02,0.67,0.71,0.01,0.66,0.62,0.67,0.67,0.7,0.71,0.58,0.52,0.28,0.24,305,Bulbing,Surface,Guava,15530,0,Rabi
5781,HR031,29.28,82.5,FLD05781,15826,Guava,Fruit,Year-round,Humid,320,38,217,7.6,0.56,Clay,23,9.1,1483,1203,466,892,1140,25.6,25.6,80,5.4,1.02,0.68,0.74,0.024,0.62,0.66,0.67,0.67,0.71,0.74,0.51,0.58,0.25,0.27,140,Vegetative,Surface,Guava,27259,0,Kharif
5782,AP047,32.39,85.84,FLD05782,10489,Guava,Fruit,Year-round,Mountain,248,45,176,7.6,0.97,Clay,31,11.6,2330,1986,713,1502,1770,18.2,18.2,77,5.0,1.02,0.69,0.73,0.016,0.64,0.67,0.68,0.73,0.73,0.72,0.53,0.58,0.23,0.22,151,Fruiting,Drip,Guava,15402,0,Kharif
5783,TN033,25.47,75.59,FLD05783,8758,Guava,Fruit,Year-round,Arid,198,49,198,7.1,0.96,Clay,35,18.0,388,137,70,96,117,28.8,28.8,58,3.6,1.02,0.68,0.72,0.01,0.67,0.63,0.67,0.71,0.7,0.72,0.58,0.52,0.22,0.32,334,Grand growth,Drip,Guava,19449,0,Rabi
5784,MP028,17.5,80.22,FLD05784,19094,Guava,Fruit,Year-round,Humid,271,33,221,5.9,0.88,Sandy Loam,28,9.9,1473,1324,542,1027,1149,28.7,28.7,81,5.3,1.02,0.69,0.74,0.016,0.65,0.63,0.67,0.69,0.74,0.73,0.57,0.54,0.28,0.32,167,Vegetative,Sprinkler,Guava,29121,0,Kharif
5785,RJ012,31.09,84.15,FLD05785,15827,Guava,Fruit,Year-round,Mountain,190,50,175,6.9,0.84,Sandy Clay,37,9.5,3010,2467,817,1743,2159,20.0,20.0,64,5.3,1.02,0.68,0.73,0.016,0.62,0.66,0.67,0.69,0.73,0.7,0.52,0.55,0.28,0.25,143,Nut development,Drip,Guava,24031,0,Kharif
5786,RJ045,16.14,70.06,FLD05786,16750,Guava,Fruit,Year-round,Sub-Humid,309,32,203,7.5,0.59,Clay Loam,35,9.0,902,300,148,236,265,23.1,23.1,74,3.3,1.02,0.68,0.74,0.02,0.62,0.66,0.69,0.67,0.74,0.72,0.52,0.57,0.26,0.26,321,Grain filling,Drip,Guava,27404,0,Rabi
5787,AP031,16.61,79.07,FLD05787,13394,Guava,Fruit,Year-round,Plateau,271,49,224,7.0,0.58,Clay Loam,29,9.2,967,842,322,637,773,26.5,26.5,69,5.6,1.02,0.68,0.72,0.018,0.63,0.64,0.69,0.68,0.7,0.72,0.53,0.53,0.3,0.26,140,Reproductive,Sprinkler,Guava,20350,0,Kharif
5788,MP025,16.29,85.73,FLD05788,10449,Guava,Fruit,Year-round,Sub-Humid,255,28,237,6.6,0.51,Sandy Loam,27,8.5,1109,391,192,331,349,23.9,23.9,68,4.0,1.02,0.68,0.73,0.014,0.66,0.63,0.64,0.71,0.72,0.73,0.58,0.52,0.31,0.3,323,Reproductive,Surface,Guava,16581,0,Rabi
5789,HR029,9.94,88.0,FLD05789,12797,Guava,Fruit,Year-round,Coastal,247,39,184,7.5,0.52,Clay Loam,21,7.4,1158,1028,462,646,974,29.6,29.6,76,4.6,1.02,0.69,0.73,0.018,0.64,0.66,0.68,0.67,0.73,0.73,0.54,0.54,0.27,0.22,160,Grand growth,Drip,Guava,20002,0,Kharif
5790,TN043,12.85,81.27,FLD05790,14031,Guava,Fruit,Year-round,Semi-Arid,310,46,197,6.5,0.69,Clay Loam,21,17.9,806,641,286,418,561,28.3,28.3,57,5.3,1.02,0.68,0.72,0.018,0.63,0.64,0.65,0.72,0.72,0.72,0.53,0.53,0.33,0.27,156,Flush,Drip,Guava,22107,0,Kharif
5791,AP034,11.72,78.78,FLD05791,10200,Guava,Fruit,Year-round,Semi-Arid,293,40,214,6.8,0.53,Clay,23,15.1,577,435,187,265,403,30.1,30.1,56,5.1,1.02,0.68,0.71,0.014,0.64,0.64,0.68,0.7,0.69,0.71,0.55,0.54,0.31,0.3,150,Pod formation,Drip,Guava,14935,0,Kharif
5792,HR026,28.15,82.73,FLD05792,7558,Guava,Fruit,Year-round,Plateau,223,50,199,6.4,0.73,Sandy Loam,24,11.9,668,253,103,186,225,23.4,23.4,69,3.2,1.02,0.69,0.73,0.01,0.65,0.67,0.68,0.71,0.73,0.7,0.55,0.55,0.25,0.26,330,Reproductive,Surface,Guava,11482,0,Rabi
5793,HR018,11.93,80.51,FLD05793,18232,Guava,Fruit,Year-round,Humid,272,28,199,7.1,0.65,Laterite,25,6.5,1435,498,264,411,447,22.0,22.0,80,3.5,1.02,0.68,0.73,0.012,0.67,0.67,0.65,0.68,0.7,0.73,0.59,0.59,0.26,0.25,316,Tillering,Surface,Guava,25952,0,Rabi
5794,KA015,20.21,80.83,FLD05794,18698,Guava,Fruit,Year-round,Coastal,192,41,215,6.4,0.87,Clay Loam,30,8.7,2483,1904,658,1483,1628,29.9,29.9,82,5.0,1.02,0.69,0.73,0.014,0.66,0.65,0.67,0.68,0.72,0.73,0.57,0.56,0.24,0.31,169,Bearing,Surface,Guava,29531,0,Kharif
5795,MP040,26.56,77.77,FLD05795,13648,Guava,Fruit,Year-round,Plateau,233,38,200,6.7,0.6,Loam,27,11.3,663,206,99,195,177,23.5,23.5,66,3.3,1.02,0.68,0.73,0.016,0.65,0.62,0.69,0.69,0.72,0.73,0.54,0.52,0.31,0.33,330,Bulbing,Drip,Guava,22562,0,Rabi
5796,AP007,19.45,73.89,FLD05796,6795,Guava,Fruit,Year-round,Coastal,282,35,218,6.8,0.8,Loam,23,9.3,2206,1941,681,1523,1828,29.3,29.3,72,4.5,1.02,0.68,0.72,0.02,0.61,0.67,0.67,0.68,0.72,0.71,0.52,0.57,0.33,0.22,168,Bulbing,Surface,Guava,11447,0,Kharif
5797,TN026,27.76,77.54,FLD05797,15235,Guava,Fruit,Year-round,Semi-Arid,266,38,208,7.4,0.61,Sandy Clay,22,15.7,749,621,232,378,561,28.3,28.3,65,4.5,1.02,0.68,0.74,0.024,0.62,0.67,0.67,0.7,0.69,0.74,0.52,0.58,0.26,0.23,155,Boll formation,Sprinkler,Guava,23112,0,Kharif
5798,HR040,18.66,79.14,FLD05798,16703,Guava,Fruit,Year-round,Semi-Arid,280,33,191,7.1,0.86,Clay,27,11.6,708,645,280,411,565,28.8,28.8,68,5.5,1.02,0.68,0.73,0.012,0.64,0.62,0.68,0.73,0.71,0.7,0.53,0.52,0.24,0.28,158,Boll formation,Sprinkler,Guava,25275,0,Kharif
5799,KA028,15.12,78.94,FLD05799,7542,Guava,Fruit,Year-round,Coastal,193,38,183,6.8,0.63,Clay Loam,35,6.0,1584,1274,560,988,1178,30.9,30.9,74,5.2,1.02,0.67,0.7,0.012,0.64,0.63,0.65,0.68,0.7,0.7,0.55,0.52,0.3,0.24,152,Boll formation,Drip,Guava,11728,0,Kharif
5800,HR020,11.47,86.16,FLD05800,14901,Guava,Fruit,Year-round,Arid,222,35,223,6.0,0.75,Sandy Loam,30,21.1,425,165,77,141,153,28.4,28.4,55,3.7,1.02,0.68,0.72,0.016,0.64,0.63,0.65,0.72,0.72,0.72,0.54,0.54,0.23,0.24,313,Bulbing,Drip,Guava,28427,0,Rabi
5801,GJ022,16.9,75.98,FLD05801,7518,Guava,Fruit,Year-round,Arid,267,39,189,6.3,0.54,Sandy Loam,31,22.9,373,351,141,247,319,34.6,34.6,55,5.6,1.02,0.69,0.74,0.012,0.67,0.64,0.66,0.67,0.74,0.73,0.55,0.55,0.26,0.3,140,Boll formation,Drip,Guava,11091,0,Kharif
5802,HR036,21.2,85.69,FLD05802,14568,Guava,Fruit,Year-round,Arid,183,40,170,7.7,0.94,Laterite,30,20.6,411,99,39,71,89,28.4,28.4,45,3.5,1.02,0.68,0.73,0.018,0.64,0.66,0.68,0.69,0.69,0.73,0.56,0.57,0.3,0.23,314,Grain filling,Drip,Guava,28439,293,Rabi
5803,PB039,13.69,78.11,FLD05803,13668,Guava,Fruit,Year-round,Arid,258,44,208,7.4,0.59,Laterite,33,18.7,319,97,39,72,84,25.4,25.4,57,3.8,1.02,0.67,0.73,0.02,0.63,0.67,0.64,0.68,0.69,0.73,0.55,0.55,0.29,0.31,332,Fruiting,Drip,Guava,27218,490,Rabi
5804,UP035,10.26,84.82,FLD05804,8077,Guava,Fruit,Year-round,Humid,264,51,225,6.1,0.78,Loam,38,8.4,1892,487,233,369,459,21.6,21.6,82,4.1,1.02,0.69,0.72,0.01,0.67,0.67,0.66,0.7,0.72,0.72,0.56,0.57,0.29,0.26,328,Rhizome development,Surface,Guava,12797,0,Rabi
5805,HR046,27.26,83.91,FLD05805,16442,Guava,Fruit,Year-round,Semi-Arid,253,45,208,6.0,0.86,Sandy Clay,20,15.7,708,654,206,470,581,31.9,31.9,55,4.5,1.02,0.67,0.74,0.026,0.61,0.64,0.63,0.71,0.69,0.74,0.53,0.53,0.3,0.25,149,Tuber development,Drip,Guava,27191,0,Kharif
5806,KA014,20.88,79.07,FLD05806,7496,Guava,Fruit,Year-round,Coastal,195,38,209,6.8,0.65,Clay Loam,29,8.4,1745,1457,566,967,1313,28.1,28.1,70,5.4,1.02,0.69,0.74,0.026,0.61,0.66,0.69,0.68,0.73,0.74,0.54,0.55,0.24,0.27,170,Boll formation,Surface,Guava,11808,0,Kharif
5807,AP017,27.21,75.67,FLD05807,6207,Guava,Fruit,Year-round,Mountain,204,52,240,7.4,0.96,Laterite,34,10.9,1091,931,368,647,882,17.0,17.0,68,4.9,1.02,0.67,0.72,0.016,0.63,0.62,0.68,0.68,0.72,0.71,0.53,0.52,0.24,0.24,168,Bulbing,Sprinkler,Guava,9366,0,Kharif
5808,MH022,26.43,72.17,FLD05808,16261,Guava,Fruit,Year-round,Semi-Arid,203,31,199,7.2,0.52,Clay Loam,24,12.7,667,627,191,485,566,30.8,30.8,56,4.8,1.02,0.67,0.72,0.02,0.61,0.64,0.65,0.71,0.72,0.71,0.52,0.54,0.29,0.31,161,Grain filling,Sprinkler,Guava,22015,0,Kharif
5809,MP015,29.95,77.68,FLD05809,16170,Guava,Fruit,Year-round,Mountain,237,29,216,6.4,0.55,Sandy Loam,24,9.5,1260,299,110,209,282,13.8,13.8,75,3.7,1.02,0.68,0.73,0.01,0.65,0.66,0.68,0.68,0.73,0.7,0.55,0.56,0.32,0.26,322,Tuber development,Surface,Guava,23438,0,Rabi
5810,HR017,25.21,89.59,FLD05810,14836,Guava,Fruit,Year-round,Humid,241,34,201,7.1,0.85,Clay,24,9.1,1422,1133,359,899,1027,25.2,25.2,83,4.8,1.02,0.67,0.72,0.016,0.62,0.63,0.64,0.7,0.72,0.7,0.53,0.52,0.28,0.33,146,Pod formation,Surface,Guava,21986,0,Kharif
5811,HR004,10.82,72.29,FLD05811,6798,Guava,Fruit,Year-round,Plateau,267,47,181,7.2,0.53,Clay,32,8.9,766,275,143,196,242,22.8,22.8,62,3.6,1.02,0.68,0.71,0.008,0.66,0.66,0.65,0.71,0.7,0.7,0.56,0.56,0.27,0.27,331,Nut development,Drip,Guava,9978,0,Rabi
5812,PB047,12.46,84.38,FLD05812,11942,Guava,Fruit,Year-round,Semi-Arid,258,31,240,6.2,0.59,Laterite,37,16.1,809,183,91,138,156,24.0,24.0,62,3.2,1.02,0.68,0.72,0.012,0.64,0.64,0.68,0.72,0.72,0.7,0.54,0.56,0.26,0.23,306,Rhizome development,Drip,Guava,22050,0,Rabi
5813,RJ011,27.18,88.65,FLD05813,12448,Guava,Fruit,Year-round,Mountain,303,35,170,5.9,0.52,Clay Loam,30,7.8,2319,2060,771,1304,1812,23.4,23.4,65,5.6,1.02,0.68,0.72,0.016,0.61,0.65,0.68,0.71,0.72,0.69,0.52,0.56,0.25,0.32,149,Pod formation,Sprinkler,Guava,18420,0,Kharif
5814,MP015,10.34,82.1,FLD05814,12982,Guava,Fruit,Year-round,Humid,211,39,177,7.4,0.53,Sandy,37,8.5,1744,1547,492,1193,1404,27.3,27.3,78,5.5,1.02,0.68,0.72,0.014,0.65,0.64,0.69,0.68,0.71,0.72,0.55,0.55,0.26,0.32,164,Tillering,Sprinkler,Guava,18770,0,Kharif
5815,MP028,21.27,83.33,FLD05815,14258,Guava,Fruit,Year-round,Sub-Humid,307,29,206,7.1,0.98,Laterite,25,12.9,894,300,164,213,279,23.3,23.3,75,3.7,1.02,0.68,0.72,0.014,0.65,0.66,0.64,0.67,0.72,0.72,0.55,0.55,0.31,0.26,309,Grand growth,Surface,Guava,22468,0,Rabi
5816,MH020,16.02,79.55,FLD05816,8898,Guava,Fruit,Year-round,Arid,276,39,232,6.1,0.75,Sandy Clay,31,23.7,339,314,126,222,286,35.4,35.4,49,4.7,1.02,0.67,0.72,0.02,0.62,0.63,0.66,0.7,0.72,0.72,0.53,0.52,0.31,0.25,150,Flowering,Sprinkler,Guava,14053,0,Kharif
5817,KA017,24.56,86.5,FLD05817,8339,Guava,Fruit,Year-round,Sub-Humid,235,39,212,5.8,0.6,Laterite,38,8.9,1171,411,221,358,360,23.1,23.1,76,3.2,1.02,0.68,0.73,0.018,0.62,0.63,0.66,0.73,0.73,0.71,0.53,0.53,0.24,0.3,308,Pod formation,Surface,Guava,12991,0,Rabi
5818,UP010,11.71,83.7,FLD05818,17339,Guava,Fruit,Year-round,Coastal,216,44,236,6.9,0.88,Sandy,32,10.6,1307,263,139,190,224,24.4,24.4,76,4.0,1.02,0.67,0.72,0.014,0.64,0.66,0.64,0.67,0.72,0.71,0.56,0.57,0.28,0.24,316,Grain filling,Sprinkler,Guava,28042,0,Rabi
