N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,label
23.82,50.28,30.74,29.01,77.2,6.44,297.62,Loamy,Karnataka,Kharif,Pigeonpeas
80.55,42.65,56.66,20.69,62.66,5.95,1003.84,Black Soil,Telangana,Kharif,Cotton
19.37,49.88,20.76,23.16,39.87,6.95,340.43,Arid,Rajasthan,Kharif,Mothbeans
69.86,37.37,15.86,30.3,82.27,7.11,1708.36,Alluvial,Bihar,Kharif,Jute
86.0,47.18,37.34,22.92,62.82,6.04,442.32,Loamy,Punjab,Summer,Muskmelon
95.83,36.13,49.01,26.86,77.57,6.25,470.96,Clayey,Tamil Nadu,Kharif,Rice
17.92,49.05,20.32,20.74,51.25,6.44,407.47,Loamy,Bihar,Rabi,Lentil
22.35,62.8,31.37,19.39,73.68,6.3,420.77,Loamy,Uttarakhand,Kharif,Kidneybeans
23.36,65.59,16.39,30.17,71.44,6.56,619.5,Loamy,Tamil Nadu,Kharif,Blackgram
115.98,28.96,134.27,29.99,41.49,6.44,1079.09,Loamy,Maharashtra,Perennial,Orange
19.54,45.53,15.85,12.16,52.74,6.89,306.07,Sandy Loam,Madhya Pradesh,Rabi,Lentil
107.37,65.09,52.35,30.42,66.73,5.69,784.06,Loamy,Karnataka,Perennial,Mango
60.35,28.03,36.31,18.8,62.91,6.5,948.41,Loamy,Tamil Nadu,Kharif,Rice
103.82,52.75,152.73,21.57,42.16,6.89,771.41,Sandy Loam,Maharashtra,Perennial,Grapes
2.82,51.41,21.73,30.45,62.74,6.07,445.65,Black Soil,Uttar Pradesh,Kharif,Blackgram
17.51,54.19,12.76,20.23,37.55,6.74,346.38,Alluvial,Uttar Pradesh,Rabi,Lentil
66.81,47.45,129.92,19.87,79.46,4.88,1996.08,Loamy,Kerala,Perennial,Coffee
14.37,48.61,18.77,30.42,36.66,8.11,385.45,Sandy,Gujarat,Kharif,Mothbeans
193.3,49.28,152.51,18.96,81.93,5.4,1820.27,Forest Soil,Karnataka,Perennial,Coffee
17.33,32.47,9.89,20.39,35.98,7.04,470.57,Black Soil,Maharashtra,Rabi,Chickpea
32.41,32.53,24.64,31.15,46.23,6.91,849.07,Black Soil,Madhya Pradesh,Kharif,Pigeonpeas
26.68,43.44,27.54,27.87,43.27,7.16,641.57,Black Soil,Gujarat,Kharif,Pigeonpeas
23.4,60.77,31.27,25.56,64.81,6.25,884.94,Loamy,Karnataka,Kharif,Pigeonpeas
25.1,55.05,20.51,20.77,39.62,6.0,871.26,Loamy,Maharashtra,Kharif,Pigeonpeas
28.58,52.98,26.11,21.37,64.38,5.81,734.93,Alluvial,Uttarakhand,Kharif,Kidneybeans
12.2,49.44,22.98,40.51,58.88,5.8,762.67,Alluvial,Maharashtra,Summer,Mungbean
123.33,70.89,41.8,21.89,64.38,6.6,621.35,Sandy Loam,Madhya Pradesh,Kharif,Maize
104.61,48.15,191.25,30.99,68.21,5.99,1786.17,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
33.14,28.15,27.08,31.13,77.46,7.77,1897.56,Loamy,West Bengal,Kharif,Jute
82.38,16.39,68.86,29.99,50.13,6.36,416.22,Sandy Loam,Karnataka,Summer,Watermelon
219.17,73.76,289.64,26.21,65.36,6.03,2611.86,Loamy,Maharashtra,Perennial,Banana
19.36,39.01,21.65,34.21,23.65,6.92,242.54,Sandy,Maharashtra,Kharif,Mothbeans
140.76,45.8,116.24,31.29,55.65,6.53,816.42,Red Soil,Andhra Pradesh,Perennial,Grapes
14.89,41.12,16.8,27.38,40.41,6.82,354.03,Black Soil,Madhya Pradesh,Rabi,Chickpea
102.31,32.36,72.04,15.91,69.62,5.6,860.79,Alluvial,Himachal Pradesh,Perennial,Apple
43.42,24.1,29.75,26.38,84.68,6.19,1460.73,Alluvial,Assam,Kharif,Jute
24.34,35.78,12.69,16.72,33.65,6.59,409.08,Alluvial,Bihar,Rabi,Lentil
17.87,73.98,23.52,20.51,39.51,7.42,809.94,Sandy Loam,Uttarakhand,Kharif,Kidneybeans
135.04,71.21,43.84,20.97,75.51,7.27,422.3,Loamy,Rajasthan,Rabi,Maize
19.68,51.47,24.01,25.82,32.82,6.69,439.97,Loamy,Karnataka,Kharif,Pigeonpeas
108.74,43.5,83.42,19.37,70.78,5.07,1169.35,Loamy,Uttarakhand,Perennial,Apple
30.39,51.02,31.44,18.33,47.56,6.35,191.76,Sandy Loam,Bihar,Rabi,Lentil
15.28,45.74,25.56,25.31,48.28,7.1,308.22,Sandy,Maharashtra,Kharif,Mothbeans
128.86,42.77,62.37,28.45,63.94,5.73,649.82,Alluvial,Andhra Pradesh,Perennial,Mango
16.27,46.98,19.56,25.96,41.82,6.48,248.62,Sandy Loam,Maharashtra,Kharif,Mothbeans
87.52,51.1,66.29,29.19,80.28,7.58,466.95,Black Soil,Telangana,Kharif,Cotton
92.62,44.38,67.82,36.11,47.87,6.5,458.45,Black Soil,Karnataka,Perennial,Pomegranate
27.88,64.24,26.13,21.67,49.11,6.21,685.23,Sandy Loam,Himachal Pradesh,Kharif,Kidneybeans
64.44,46.0,59.02,34.44,60.91,7.12,632.63,Sandy Loam,Karnataka,Summer,Watermelon
95.49,41.99,31.12,24.01,82.69,5.98,1413.91,Alluvial,Punjab,Kharif,Rice
17.06,43.02,28.68,35.82,30.08,7.79,304.56,Sandy Loam,Gujarat,Kharif,Mothbeans
102.05,34.4,39.87,38.22,70.13,5.84,269.74,Alluvial,Andhra Pradesh,Summer,Watermelon
19.55,39.03,28.55,30.52,81.31,7.36,848.79,Black Soil,Tamil Nadu,Kharif,Blackgram
232.44,197.21,428.7,30.69,81.72,6.55,978.51,Sandy Loam,Karnataka,Perennial,Papaya
109.96,24.63,116.75,34.12,63.53,6.36,540.47,Alluvial,Maharashtra,Perennial,Mango
218.27,239.9,281.68,26.87,76.52,7.01,1804.02,Loamy,Gujarat,Perennial,Papaya
166.48,32.54,372.94,30.38,66.71,6.47,2029.16,Clayey,Tamil Nadu,Perennial,Banana
82.52,36.28,74.69,18.4,76.82,5.23,1005.35,Mountain Soil,Jammu Kashmir,Perennial,Apple
13.13,56.03,12.4,20.58,47.61,6.37,322.49,Loamy,Bihar,Rabi,Lentil
86.52,46.53,82.06,33.23,64.05,6.34,212.59,Sandy Loam,Maharashtra,Summer,Watermelon
45.8,34.94,45.18,28.26,81.92,5.01,1136.14,Alluvial,Punjab,Kharif,Rice
122.12,70.38,56.39,32.64,71.21,6.52,660.21,Loamy,Rajasthan,Kharif,Maize
92.8,87.69,53.54,15.61,89.1,5.46,517.08,Sandy Loam,Karnataka,Kharif,Maize
236.58,184.99,452.25,31.54,53.69,6.21,2238.48,Loamy,Maharashtra,Perennial,Papaya
152.04,63.44,185.81,20.72,87.83,5.17,1768.58,Laterite,Kerala,Perennial,Coffee
286.57,56.43,318.03,25.76,87.96,6.8,1792.42,Loamy,Maharashtra,Perennial,Banana
72.82,50.41,86.54,23.81,60.84,6.44,1121.1,Alluvial,Punjab,Perennial,Orange
102.97,58.48,186.68,32.89,86.23,6.36,1375.22,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
23.0,32.23,29.0,18.12,63.59,6.0,423.66,Loamy,Uttar Pradesh,Rabi,Lentil
213.82,69.77,314.77,24.42,65.95,5.6,1178.19,Loamy,Gujarat,Perennial,Banana
12.77,50.22,17.86,41.66,45.32,7.41,269.88,Sandy,Rajasthan,Kharif,Mothbeans
75.08,50.27,49.53,31.5,60.85,6.87,234.98,Alluvial,Andhra Pradesh,Summer,Watermelon
95.8,56.61,46.78,27.47,61.77,4.96,436.99,Sandy Loam,Bihar,Rabi,Maize
19.8,75.45,33.29,17.23,49.53,5.65,497.97,Alluvial,Himachal Pradesh,Kharif,Kidneybeans
75.81,35.12,58.17,26.66,58.5,5.46,483.77,Sandy Loam,Punjab,Summer,Muskmelon
135.27,78.96,102.72,26.68,61.39,6.18,1315.38,Loamy,Madhya Pradesh,Perennial,Orange
137.78,44.65,77.31,28.56,54.61,5.71,1207.88,Loamy,Maharashtra,Perennial,Mango
138.01,50.87,34.03,22.2,50.34,5.82,405.55,Alluvial,Madhya Pradesh,Rabi,Maize
23.13,54.71,22.26,35.85,77.04,6.67,437.62,Alluvial,Karnataka,Kharif,Mungbean
16.61,51.58,20.04,21.08,67.07,6.4,485.37,Sandy Loam,Madhya Pradesh,Rabi,Lentil
60.71,44.11,76.17,30.03,84.15,6.92,506.57,Sandy Loam,Maharashtra,Summer,Watermelon
89.83,52.75,163.9,30.54,43.03,6.09,622.76,Sandy Loam,Maharashtra,Perennial,Grapes
21.01,41.26,14.46,18.84,49.6,6.19,340.17,Alluvial,Madhya Pradesh,Rabi,Lentil
34.19,50.97,63.74,24.89,53.45,5.79,618.98,Sandy Loam,Tamil Nadu,Summer,Watermelon
22.65,59.94,20.07,26.72,60.11,6.32,813.82,Black Soil,Gujarat,Kharif,Pigeonpeas
48.02,38.19,25.55,31.48,89.62,5.94,1567.37,Alluvial,Odisha,Kharif,Jute
84.65,49.01,67.77,23.58,63.57,6.58,1714.82,Loamy,Rajasthan,Perennial,Orange
67.38,38.66,34.33,28.7,58.63,6.75,298.65,Loamy,Punjab,Summer,Muskmelon
25.53,44.51,21.39,27.73,72.85,7.04,713.29,Black Soil,Maharashtra,Kharif,Blackgram
86.33,46.36,187.54,25.42,83.27,5.78,2896.07,Coastal Sandy,Kerala,Perennial,Coconut
66.02,64.44,119.23,20.5,83.09,5.02,1881.26,Loamy,Karnataka,Perennial,Coffee
10.68,57.28,16.32,34.37,44.66,7.24,357.44,Arid,Gujarat,Kharif,Mothbeans
17.33,64.48,15.53,27.02,38.08,7.16,287.52,Black Soil,Maharashtra,Rabi,Chickpea
49.44,44.02,176.78,31.32,88.99,5.74,2004.6,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
53.05,38.48,37.38,28.35,54.65,6.45,411.15,Black Soil,Andhra Pradesh,Perennial,Pomegranate
176.39,42.44,318.51,25.11,74.73,6.6,1268.39,Loamy,Andhra Pradesh,Perennial,Banana
95.19,61.8,64.02,27.27,80.6,7.64,1093.37,Red Soil,Andhra Pradesh,Kharif,Cotton
19.79,48.84,12.84,18.13,44.8,6.7,261.23,Black Soil,Madhya Pradesh,Rabi,Chickpea
109.72,58.93,39.97,29.95,72.62,7.21,696.1,Alluvial,Madhya Pradesh,Kharif,Maize
72.51,21.42,31.73,30.69,91.96,7.34,1766.32,Loamy,Assam,Kharif,Jute
61.71,40.55,63.94,29.29,54.67,7.09,567.59,Sandy Loam,Karnataka,Summer,Watermelon
14.52,41.25,21.69,36.05,61.49,7.24,245.63,Sandy,Rajasthan,Kharif,Mothbeans
191.79,217.55,471.04,33.08,77.27,6.96,2138.01,Loamy,Gujarat,Perennial,Papaya
69.35,58.7,42.71,32.62,75.44,5.99,370.68,Sandy Loam,Tamil Nadu,Summer,Watermelon
155.31,77.21,169.93,25.85,66.4,6.15,2362.37,Loamy,Gujarat,Perennial,Banana
99.61,41.9,70.8,33.12,65.29,6.54,476.68,Sandy Loam,Andhra Pradesh,Summer,Watermelon
30.58,15.87,62.13,30.96,51.85,6.21,312.44,Sandy Loam,Uttar Pradesh,Summer,Muskmelon
19.36,48.22,21.45,25.47,52.47,6.56,452.28,Black Soil,Madhya Pradesh,Rabi,Chickpea
204.9,41.06,145.5,18.05,83.47,5.69,1859.44,Laterite,Tamil Nadu,Perennial,Coffee
110.81,50.8,202.83,28.29,91.41,5.48,1617.42,Loamy,Kerala,Perennial,Coconut
21.99,63.11,33.56,22.31,61.32,6.22,589.81,Loamy,Himachal Pradesh,Kharif,Kidneybeans
124.39,49.33,154.71,20.34,49.65,5.76,489.22,Sandy Loam,Maharashtra,Perennial,Grapes
135.84,73.81,316.65,28.57,84.43,7.31,1884.31,Alluvial,Maharashtra,Perennial,Banana
55.79,38.85,16.75,32.33,91.01,6.04,1241.14,Loamy,Bihar,Kharif,Jute
15.52,53.35,22.89,27.84,48.05,7.43,745.73,Alluvial,Maharashtra,Kharif,Blackgram
100.79,60.8,71.87,25.44,47.09,6.09,683.68,Loamy,Madhya Pradesh,Perennial,Orange
11.42,37.57,14.89,28.0,62.56,7.34,268.6,Sandy,Maharashtra,Kharif,Mothbeans
21.5,18.76,47.39,19.4,37.81,6.41,326.41,Sandy Loam,Gujarat,Perennial,Pomegranate
108.95,57.99,107.7,21.07,36.94,6.58,1230.09,Alluvial,Maharashtra,Perennial,Orange
215.1,62.41,339.52,27.5,87.07,7.01,2041.14,Alluvial,Tamil Nadu,Perennial,Banana
178.92,71.24,411.18,26.82,83.46,5.79,1967.28,Loamy,Tamil Nadu,Perennial,Banana
59.44,42.01,44.25,37.05,60.57,5.67,500.94,Sandy Loam,Tamil Nadu,Summer,Watermelon
159.79,221.57,315.77,32.24,91.26,6.47,1717.7,Loamy,Andhra Pradesh,Perennial,Papaya
84.45,42.32,68.42,27.34,52.01,5.8,805.42,Alluvial,Andhra Pradesh,Perennial,Mango
158.23,50.62,128.97,21.9,65.59,5.86,858.62,Loamy,Karnataka,Perennial,Coffee
57.98,32.33,48.85,24.62,51.2,7.04,462.84,Sandy Loam,Maharashtra,Perennial,Pomegranate
83.54,33.25,33.77,30.83,63.95,7.24,481.79,Sandy Loam,Punjab,Summer,Muskmelon
16.84,40.44,33.39,27.62,69.61,6.37,459.29,Alluvial,Madhya Pradesh,Kharif,Blackgram
22.43,32.04,14.25,29.35,37.08,7.23,354.87,Red Soil,Karnataka,Kharif,Pigeonpeas
16.48,47.88,20.42,24.95,41.8,7.58,415.74,Black Soil,Maharashtra,Rabi,Chickpea
122.03,61.46,69.12,26.48,48.39,6.09,1057.97,Laterite,Karnataka,Perennial,Mango
128.91,49.1,46.54,31.62,63.59,7.54,747.69,Black Soil,Telangana,Kharif,Cotton
59.14,26.65,39.93,19.78,41.84,7.05,547.1,Sandy Loam,Maharashtra,Perennial,Pomegranate
159.43,271.73,429.85,32.91,66.07,6.04,1019.9,Loamy,Andhra Pradesh,Perennial,Papaya
23.19,56.03,22.86,26.12,61.85,6.0,411.22,Loamy,Andhra Pradesh,Summer,Mungbean
91.94,42.19,62.99,31.74,43.7,7.09,928.38,Black Soil,Telangana,Kharif,Cotton
140.51,30.5,99.71,28.69,72.58,6.22,763.04,Laterite,Karnataka,Perennial,Mango
86.57,35.11,31.82,27.07,75.72,6.75,1055.96,Alluvial,West Bengal,Kharif,Jute
19.82,39.94,19.39,29.9,66.88,5.59,739.06,Sandy Loam,Rajasthan,Kharif,Mungbean
101.83,80.23,116.7,22.36,52.48,6.5,699.31,Black Soil,Andhra Pradesh,Perennial,Grapes
119.45,57.31,47.81,27.57,33.93,5.94,518.93,Black Soil,Gujarat,Kharif,Cotton
111.97,53.38,169.49,28.95,94.93,6.23,2562.57,Coastal Sandy,Karnataka,Perennial,Coconut
14.51,41.83,24.77,38.1,35.49,7.32,137.52,Arid,Rajasthan,Kharif,Mothbeans
24.04,29.25,29.8,21.3,43.91,5.91,709.47,Red Soil,Maharashtra,Kharif,Pigeonpeas
55.18,32.05,28.99,21.76,38.3,6.84,578.12,Red Soil,Andhra Pradesh,Perennial,Pomegranate
15.74,29.65,18.63,14.75,52.11,6.45,306.41,Alluvial,Madhya Pradesh,Kharif,Blackgram
142.98,48.35,84.62,33.68,41.06,5.56,888.41,Alluvial,Andhra Pradesh,Perennial,Mango
7.45,67.77,13.29,13.7,44.76,6.66,272.53,Black Soil,Karnataka,Rabi,Chickpea
19.17,39.54,19.72,26.23,44.37,6.57,100.0,Black Soil,Maharashtra,Rabi,Chickpea
90.62,27.09,79.46,17.28,71.2,5.62,775.76,Alluvial,Uttarakhand,Perennial,Apple
132.85,46.21,115.86,17.83,67.12,5.8,2405.64,Loamy,Karnataka,Perennial,Coffee
21.55,43.14,13.55,18.71,39.25,6.81,403.4,Black Soil,Maharashtra,Rabi,Chickpea
183.8,62.55,339.12,29.25,90.72,6.23,1684.6,Alluvial,Andhra Pradesh,Perennial,Banana
229.03,185.42,450.39,30.96,87.96,5.93,1292.18,Alluvial,Maharashtra,Perennial,Papaya
99.48,44.46,69.37,28.47,72.08,6.71,514.17,Alluvial,Tamil Nadu,Summer,Watermelon
66.53,20.19,84.23,17.53,94.7,6.1,1177.63,Alluvial,Himachal Pradesh,Perennial,Apple
27.14,47.5,11.58,23.32,36.45,6.63,309.4,Black Soil,Rajasthan,Rabi,Chickpea
52.49,26.53,59.21,22.02,40.34,6.49,390.85,Black Soil,Gujarat,Perennial,Pomegranate
10.3,33.88,14.26,35.25,24.13,6.49,207.69,Sandy,Maharashtra,Kharif,Mothbeans
60.73,43.47,66.03,20.92,69.83,6.26,878.73,Red Soil,Telangana,Kharif,Cotton
26.26,67.3,28.32,18.44,50.13,6.68,589.84,Loamy,Himachal Pradesh,Kharif,Kidneybeans
10.45,32.48,26.13,23.56,72.28,7.1,523.94,Sandy Loam,Himachal Pradesh,Kharif,Kidneybeans
43.83,37.35,207.95,32.93,81.95,6.45,2367.28,Coastal Sandy,Kerala,Perennial,Coconut
16.13,26.49,16.27,30.09,36.47,6.29,476.64,Sandy Loam,Maharashtra,Kharif,Mothbeans
63.53,37.84,29.94,24.58,59.02,6.14,497.01,Alluvial,Punjab,Summer,Muskmelon
21.89,53.52,15.25,28.08,75.79,6.63,386.28,Loamy,Tamil Nadu,Kharif,Blackgram
47.69,30.54,53.34,31.17,40.22,6.16,703.04,Black Soil,Gujarat,Perennial,Pomegranate
108.0,35.48,117.61,25.91,66.3,5.52,1564.09,Sandy Loam,Rajasthan,Perennial,Orange
50.25,37.92,69.27,30.45,67.93,7.31,562.2,Black Soil,Andhra Pradesh,Perennial,Pomegranate
162.0,45.37,162.89,18.4,65.53,5.58,1719.09,Forest Soil,Karnataka,Perennial,Coffee
115.95,29.39,217.97,26.47,73.79,6.2,1275.44,Laterite,Andhra Pradesh,Perennial,Coconut
236.77,70.88,260.96,23.86,90.16,7.22,2065.35,Alluvial,Gujarat,Perennial,Banana
120.21,58.85,106.04,29.98,52.31,6.13,657.93,Laterite,Uttar Pradesh,Perennial,Mango
50.65,19.55,49.73,31.77,56.52,7.08,278.86,Sandy Loam,Andhra Pradesh,Perennial,Pomegranate
15.63,33.87,24.14,17.98,43.23,6.57,149.57,Alluvial,West Bengal,Rabi,Lentil
36.43,16.67,32.56,26.43,85.38,5.77,1217.28,Alluvial,Odisha,Kharif,Jute
72.51,51.0,40.02,29.3,52.28,7.23,457.85,Black Soil,Andhra Pradesh,Kharif,Cotton
23.29,48.56,27.07,27.62,24.83,6.08,209.49,Sandy Loam,Maharashtra,Rabi,Chickpea
12.19,54.0,35.06,24.68,59.32,6.24,792.96,Sandy Loam,Uttarakhand,Kharif,Kidneybeans
102.55,24.82,219.96,30.03,85.01,5.72,1449.39,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
108.01,63.15,35.75,19.56,66.44,6.7,468.09,Alluvial,Madhya Pradesh,Rabi,Maize
77.15,36.01,94.69,27.5,65.58,5.72,686.75,Alluvial,Andhra Pradesh,Perennial,Mango
88.02,52.6,112.93,23.3,71.4,5.31,960.64,Alluvial,Maharashtra,Perennial,Mango
118.35,51.28,139.7,26.68,46.55,6.53,670.53,Sandy Loam,Andhra Pradesh,Perennial,Grapes
88.05,33.2,300.19,31.66,86.65,7.23,2288.14,Coastal Sandy,Kerala,Perennial,Coconut
19.64,67.65,30.17,27.3,45.58,7.11,632.34,Loamy,Jammu Kashmir,Kharif,Kidneybeans
28.3,44.42,21.54,35.07,55.57,6.48,409.97,Loamy,Andhra Pradesh,Kharif,Mungbean
120.44,42.35,45.13,27.13,50.33,5.54,548.86,Sandy Loam,Madhya Pradesh,Rabi,Maize
73.23,49.47,145.92,31.77,91.65,6.53,2298.37,Laterite,Andhra Pradesh,Perennial,Coconut
118.87,37.13,197.96,25.13,76.93,6.49,2661.7,Laterite,Kerala,Perennial,Coconut
20.79,58.15,17.68,25.25,53.66,7.95,679.64,Black Soil,Uttar Pradesh,Kharif,Blackgram
18.64,53.65,29.61,22.22,56.77,6.54,644.54,Alluvial,West Bengal,Rabi,Lentil
230.82,165.54,485.23,33.84,92.59,6.24,819.15,Loamy,Gujarat,Perennial,Papaya
234.94,174.96,486.87,27.43,87.38,6.79,1347.55,Loamy,Andhra Pradesh,Perennial,Papaya
203.52,40.61,306.93,23.15,96.22,6.91,2287.92,Clayey,Gujarat,Perennial,Banana
86.29,72.36,160.02,24.65,39.63,6.99,214.75,Sandy Loam,Karnataka,Perennial,Grapes
159.93,48.52,156.59,22.93,70.4,5.41,1610.89,Laterite,Karnataka,Perennial,Coffee
122.51,52.93,90.3,27.71,65.45,6.63,993.73,Laterite,Karnataka,Perennial,Mango
90.11,37.15,31.63,23.53,57.65,6.27,618.75,Loamy,Maharashtra,Summer,Muskmelon
81.21,38.27,51.82,24.47,75.02,6.78,734.17,Sandy Loam,Tamil Nadu,Summer,Watermelon
84.01,61.25,59.0,28.57,94.66,5.93,1216.56,Alluvial,West Bengal,Kharif,Rice
25.6,65.02,17.4,18.0,52.29,6.98,387.8,Loamy,Uttarakhand,Kharif,Kidneybeans
79.2,21.06,37.35,28.78,41.42,6.51,458.0,Sandy Loam,Gujarat,Perennial,Pomegranate
51.1,54.26,69.75,30.75,71.74,6.76,920.94,Alluvial,Telangana,Kharif,Cotton
115.61,44.36,45.93,31.13,57.55,7.51,829.9,Black Soil,Andhra Pradesh,Kharif,Cotton
99.37,43.0,54.21,25.28,88.46,5.43,806.81,Clayey,West Bengal,Kharif,Rice
131.64,71.61,193.47,22.97,35.36,6.74,630.27,Sandy Loam,Tamil Nadu,Perennial,Grapes
53.11,22.96,48.69,26.33,76.17,6.72,1481.76,Alluvial,Punjab,Kharif,Rice
60.18,47.08,51.34,37.31,51.73,6.55,226.56,Alluvial,Maharashtra,Summer,Watermelon
76.55,47.75,198.42,30.03,71.81,5.93,2075.59,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
48.46,38.08,35.87,35.21,40.67,6.09,482.38,Alluvial,Rajasthan,Summer,Muskmelon
10.37,18.72,19.13,32.17,34.7,7.29,450.24,Sandy,Rajasthan,Kharif,Mothbeans
15.82,37.55,18.17,28.38,20.0,7.12,256.86,Sandy Loam,Gujarat,Kharif,Mothbeans
85.41,52.48,83.48,24.09,68.94,5.98,1248.25,Loamy,Maharashtra,Perennial,Orange
14.35,55.34,19.94,25.41,54.84,6.52,554.77,Alluvial,Madhya Pradesh,Kharif,Blackgram
157.56,40.94,47.09,17.49,81.63,6.0,1684.26,Loamy,Karnataka,Perennial,Coffee
18.8,17.7,21.97,42.84,39.89,7.24,227.53,Sandy Loam,Rajasthan,Kharif,Mothbeans
100.89,21.73,77.0,14.22,45.7,5.63,906.78,Mountain Soil,Jammu Kashmir,Perennial,Apple
17.82,34.1,24.85,17.85,26.76,7.64,401.64,Sandy,Maharashtra,Kharif,Mothbeans
15.14,34.21,21.36,33.47,45.95,6.84,293.28,Sandy Loam,Gujarat,Kharif,Mothbeans
137.63,39.56,161.21,23.91,81.37,5.56,739.1,Forest Soil,Tamil Nadu,Perennial,Coffee
26.28,47.69,22.99,28.97,63.34,6.61,666.16,Sandy Loam,Rajasthan,Summer,Mungbean
14.28,25.33,14.1,18.48,54.78,6.44,158.45,Loamy,West Bengal,Rabi,Lentil
92.55,52.64,47.09,22.78,52.46,7.08,577.02,Black Soil,Andhra Pradesh,Kharif,Cotton
9.54,36.92,18.61,34.52,49.33,7.41,318.08,Sandy,Rajasthan,Kharif,Mothbeans
116.64,36.55,88.69,28.68,48.42,5.06,1152.82,Alluvial,Andhra Pradesh,Perennial,Mango
20.6,25.27,21.71,30.94,58.42,6.49,487.54,Red Soil,Madhya Pradesh,Kharif,Pigeonpeas
67.44,31.0,50.03,29.46,55.63,5.89,420.49,Sandy Loam,Rajasthan,Summer,Muskmelon
14.02,57.67,14.56,27.08,82.83,7.06,529.65,Alluvial,Maharashtra,Kharif,Blackgram
142.82,59.49,39.72,26.73,52.21,5.99,664.15,Sandy Loam,Bihar,Kharif,Maize
52.91,18.18,52.83,25.09,39.39,6.46,471.35,Black Soil,Maharashtra,Perennial,Pomegranate
103.5,44.01,79.49,24.14,67.81,5.35,1187.19,Sandy Loam,Maharashtra,Perennial,Orange
28.28,64.69,22.07,24.84,44.65,7.08,293.69,Sandy Loam,Karnataka,Rabi,Chickpea
59.54,17.7,42.11,30.87,94.12,6.85,1058.11,Alluvial,Bihar,Kharif,Jute
15.95,41.68,8.84,33.81,38.42,7.68,279.72,Sandy Loam,Gujarat,Kharif,Mothbeans
95.82,43.35,92.32,14.32,74.87,5.34,952.03,Loamy,Himachal Pradesh,Perennial,Apple
63.26,27.23,73.23,29.0,63.39,6.51,352.21,Sandy Loam,Tamil Nadu,Summer,Watermelon
96.83,65.99,139.61,24.46,51.1,6.62,543.03,Black Soil,Maharashtra,Perennial,Grapes
125.39,57.88,170.9,23.1,48.28,5.45,1347.82,Loamy,Karnataka,Perennial,Coffee
124.85,49.19,63.48,24.26,71.37,5.55,516.95,Alluvial,Karnataka,Rabi,Maize
14.21,51.19,15.92,30.63,68.57,6.74,463.63,Sandy Loam,Maharashtra,Summer,Mungbean
129.23,67.16,181.21,27.93,42.62,5.97,697.24,Sandy Loam,Karnataka,Perennial,Grapes
65.03,26.03,70.23,32.98,44.86,6.55,419.48,Black Soil,Gujarat,Perennial,Pomegranate
75.29,32.11,53.04,30.71,73.99,6.79,404.85,Loamy,Maharashtra,Summer,Muskmelon
211.77,219.47,283.71,30.28,97.48,6.3,1914.13,Loamy,Andhra Pradesh,Perennial,Papaya
173.76,30.59,181.64,24.51,63.46,5.71,1860.87,Laterite,Kerala,Perennial,Coffee
22.76,60.81,24.12,23.66,53.21,7.04,440.67,Black Soil,Madhya Pradesh,Rabi,Chickpea
15.27,43.49,21.18,24.6,61.52,6.4,506.09,Loamy,Rajasthan,Kharif,Mungbean
17.71,36.96,15.66,26.78,85.08,6.15,456.87,Sandy Loam,Andhra Pradesh,Summer,Mungbean
161.99,65.05,184.84,20.32,99.08,5.63,1672.96,Laterite,Tamil Nadu,Perennial,Coffee
142.12,49.42,175.45,20.16,84.44,5.26,2190.07,Loamy,Karnataka,Perennial,Coffee
56.71,62.56,45.92,24.2,66.69,6.3,542.43,Loamy,Rajasthan,Rabi,Maize
161.02,176.86,341.56,31.22,96.56,6.66,2064.27,Alluvial,Karnataka,Perennial,Papaya
74.4,43.69,80.61,33.05,52.14,5.74,1050.76,Loamy,Maharashtra,Perennial,Mango
16.04,30.75,20.68,24.29,64.36,5.7,469.6,Black Soil,Maharashtra,Kharif,Blackgram
182.55,203.56,515.87,27.45,68.39,6.52,1440.98,Alluvial,Andhra Pradesh,Perennial,Papaya
47.96,38.45,91.96,23.44,31.21,5.95,490.41,Sandy Loam,Karnataka,Perennial,Grapes
109.63,68.33,219.16,28.39,89.81,6.19,2316.49,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
11.96,28.46,24.63,23.28,45.16,8.0,234.41,Sandy Loam,Gujarat,Kharif,Mothbeans
123.13,64.36,58.04,33.29,82.77,7.06,681.76,Loamy,Rajasthan,Rabi,Maize
75.5,38.63,40.34,29.26,76.68,6.13,1027.41,Clayey,Punjab,Kharif,Rice
144.86,58.08,34.93,23.43,66.63,5.77,834.67,Loamy,Karnataka,Kharif,Maize
88.68,71.69,86.71,35.86,74.16,5.97,381.97,Loamy,Uttar Pradesh,Perennial,Mango
13.59,28.99,18.29,28.14,53.28,6.75,665.73,Loamy,Andhra Pradesh,Summer,Mungbean
110.76,56.81,66.42,21.02,80.91,6.5,1746.96,Loamy,Tamil Nadu,Perennial,Coffee
75.87,43.82,62.08,29.5,62.47,6.17,375.53,Loamy,Uttar Pradesh,Summer,Muskmelon
